"ad" "week" "day" "show" "screen" "tickets" "calls"
"none" 1 3 4 1 25 0
"none" 3 4 1 10 36 1
"none" 1 3 4 3 26 1
"none" 3 1 5 1 12 0
"none" 2 1 3 8 35 0
"none" 1 1 2 5 40 1
"none" 4 2 1 8 43 0
"none" 2 1 4 1 15 0
"none" 3 1 5 6 41 1
"none" 3 4 2 8 33 0
"none" 2 4 1 5 38 0
"none" 2 1 4 5 27 0
"none" 4 2 2 4 17 1
"none" 1 1 3 3 14 0
"none" 2 4 1 9 46 0
"none" 3 4 3 4 26 0
"none" 1 3 5 7 48 0
"none" 4 2 2 9 41 1
"none" 4 2 2 10 37 0
"none" 1 1 3 9 37 0
"none" 3 2 1 8 27 0
"none" 2 1 5 5 35 0
"none" 3 2 1 9 34 0
"none" 3 2 2 1 18 0
"none" 2 1 5 8 36 1
"none" 3 2 2 3 15 0
"none" 2 4 3 1 7 0
"none" 1 1 4 7 31 0
"none" 1 1 4 8 50 0
"none" 4 2 4 1 13 0
"none" 1 1 4 10 36 0
"none" 1 1 5 1 19 0
"none" 4 5 1 5 43 0
"none" 3 2 3 1 29 0
"none" 3 5 4 3 19 0
"none" 3 2 3 3 21 0
"none" 4 5 1 9 33 2
"none" 3 2 3 5 42 0
"none" 1 1 5 8 30 0
"none" 4 7 4 3 31 0
"none" 2 7 1 6 87 4
"none" 3 2 3 9 28 0
"none" 3 5 1 1 16 0
"none" 4 7 4 7 51 2
"none" 3 2 4 2 15 0
"none" 2 4 4 10 29 0
"none" 4 2 5 8 30 1
"none" 2 4 5 2 21 0
"none" 1 2 1 8 37 1
"none" 1 7 1 1 24 0
"none" 3 5 1 9 38 0
"none" 2 4 5 6 47 1
"none" 1 4 4 3 13 0
"none" 1 2 2 3 20 0
"none" 2 2 3 8 41 0
"none" 1 2 2 5 44 0
"none" 1 2 2 6 42 1
"none" 1 2 2 7 39 0
"none" 4 3 1 10 66 2
"none" 3 5 2 8 33 0
"none" 2 5 1 5 41 0
"none" 4 5 4 4 22 0
"none" 2 5 1 7 39 2
"none" 1 2 3 3 20 0
"none" 1 2 3 4 25 0
"none" 1 2 3 5 43 1
"none" 3 3 1 4 33 0
"none" 1 2 3 7 39 0
"none" 3 3 1 6 77 0
"none" 1 2 3 9 30 0
"none" 1 2 3 10 39 0
"none" 4 1 1 1 18 0
"none" 1 2 4 2 16 0
"none" 4 3 3 5 75 1
"none" 4 6 4 7 63 0
"none" 1 2 4 5 38 1
"none" 3 3 2 4 26 0
"none" 2 3 1 1 33 0
"none" 2 5 3 3 7 0
"none" 1 2 4 9 56 0
"none" 4 6 1 3 30 0
"none" 1 6 1 2 25 0
"none" 3 6 4 1 44 0
"none" 2 3 1 7 64 1
"none" 4 6 1 7 60 0
"none" 1 2 5 5 33 1
"none" 1 5 2 7 45 1
"none" 3 3 3 5 66 0
"none" 4 3 4 9 47 0
"none" 1 2 5 9 32 0
"none" 2 3 2 4 23 0
"none" 2 3 2 5 50 0
"none" 1 5 3 3 22 0
"none" 1 3 1 3 40 0
"none" 4 1 3 4 19 0
"none" 4 2 2 5 36 1
"none" 2 3 2 10 73 1
"none" 1 3 1 7 59 0
"none" 4 6 3 1 24 0
"none" 2 1 1 1 23 0
"none" 2 3 3 4 40 1
"none" 1 3 2 1 32 1
"none" 3 3 4 10 49 0
"none" 2 5 5 8 32 0
"none" 3 6 2 2 36 0
"none" 4 6 3 6 68 1
"none" 4 6 3 9 59 0
"none" 3 1 3 3 17 0
"none" 1 3 2 8 55 0
"none" 1 3 2 9 64 0
"none" 3 1 3 6 30 1
"none" 1 3 3 1 34 0
"none" 4 4 2 4 21 0
"none" 3 1 3 9 30 1
"none" 3 4 5 2 17 0
"none" 1 6 4 6 52 0
"none" 2 4 3 10 45 0
"none" 1 5 5 8 39 0
"none" 2 6 2 3 23 0
"none" 3 4 1 7 34 0
"none" 3 4 1 8 44 1
"none" 4 1 1 10 32 1
"none" 2 4 4 6 41 0
"none" 3 6 4 2 31 0
"none" 3 4 2 2 27 0
"none" 2 3 5 9 76 0
"none" 3 6 4 5 51 0
"none" 4 4 3 9 38 0
"none" 3 6 4 7 63 1
"none" 2 4 1 3 16 0
"none" 4 2 1 10 38 0
"none" 4 7 1 4 20 0
"none" 1 6 2 3 26 0
"none" 2 4 1 7 40 0
"none" 3 6 5 3 30 0
"none" 4 5 3 7 40 0
"none" 4 5 3 8 33 1
"none" 3 6 5 6 77 1
"none" 1 6 2 9 74 2
"none" 1 6 2 10 76 0
"none" 2 6 4 5 55 0
"none" 3 4 3 9 32 1
"none" 4 4 5 4 20 0
"none" 1 7 2 4 23 1
"none" 2 6 4 9 52 0
"none" 4 4 5 7 35 0
"none" 3 4 4 4 21 0
"none" 3 7 1 6 68 1
"none" 3 4 4 6 39 0
"none" 1 4 1 9 30 0
"none" 3 7 1 9 64 1
"none" 4 4 1 10 55 0
"none" 2 4 3 6 47 0
"none" 3 7 2 2 35 1
"none" 1 7 3 5 64 1
"none" 1 7 3 6 58 0
"none" 1 7 3 7 65 1
"none" 1 6 4 8 66 0
"none" 4 5 1 10 45 1
"none" 3 4 5 7 38 0
"none" 3 2 3 6 35 0
"none" 3 7 2 6 67 2
"none" 3 1 4 7 38 1
"none" 2 7 1 8 57 0
"none" 4 5 2 4 21 0
"none" 4 7 4 8 62 1
"none" 3 7 3 5 54 1
"none" 1 4 3 7 32 0
"none" 4 7 5 1 33 1
"none" 4 5 3 1 19 0
"none" 4 2 5 10 33 0
"none" 2 7 2 6 58 0
"none" 4 1 3 1 15 0
"none" 3 5 1 10 37 0
"none" 1 4 4 4 20 0
"none" 1 7 1 5 62 0
"none" 4 3 1 5 50 0
"none" 1 4 4 7 33 0
"none" 1 4 4 8 40 0
"none" 3 2 5 5 36 0
"none" 1 7 2 1 31 0
"none" 3 7 4 10 75 0
"none" 3 7 5 1 32 0
"none" 1 5 4 3 19 0
"none" 2 7 3 8 64 0
"none" 2 5 1 9 42 0
"none" 3 5 3 4 18 0
"none" 2 5 2 1 19 0
"none" 2 5 2 2 20 0
"none" 1 4 5 9 32 0
"none" 4 5 5 2 17 0
"none" 3 4 4 7 27 0
"none" 3 3 1 8 67 0
"none" 2 5 2 7 43 0
"none" 2 2 1 5 36 1
"none" 4 6 4 6 67 0
"none" 4 5 1 6 35 1
"none" 2 7 5 1 30 0
"none" 4 1 1 5 32 0
"none" 1 7 3 10 71 0
"none" 3 5 4 7 34 0
"none" 3 6 1 2 28 1
"none" 4 3 4 1 28 0
"none" 3 4 1 9 34 0
"none" 1 7 4 5 79 2
"none" 2 7 5 10 55 0
"none" 1 5 2 6 38 0
"none" 3 1 1 2 17 0
"none" 3 5 5 6 40 1
"none" 4 6 1 10 83 1
"none" 4 7 1 2 29 0
"none" 2 5 4 5 38 0
"none" 2 7 2 5 66 1
"none" 3 1 1 8 47 0
"none" 1 6 3 7 65 0
"none" 1 6 2 4 29 0
"none" 4 5 3 5 47 0
"none" 4 6 2 9 69 1
"none" 4 6 2 10 70 0
"none" 3 3 4 5 76 1
"none" 2 6 4 3 37 0
"none" 4 1 3 9 39 1
"none" 2 1 5 3 23 2
"none" 4 2 3 2 16 0
"none" 3 1 2 9 46 0
"none" 4 2 3 3 25 0
"none" 1 6 3 6 61 0
"none" 3 1 4 5 40 0
"none" 3 7 2 8 61 0
"none" 4 6 4 1 34 0
"none" 4 1 4 9 29 0
"none" 1 7 3 1 28 0
"none" 3 6 2 10 53 0
"none" 4 1 4 10 43 0
"none" 2 7 4 8 66 1
"none" 3 3 1 10 49 0
"none" 4 1 5 3 24 1
"none" 2 7 1 1 28 0
"none" 4 4 2 8 36 0
"none" 2 7 1 2 36 0
"none" 4 3 5 1 30 0
"none" 2 3 2 3 31 0
"none" 4 3 5 3 29 0
"none" 1 6 5 3 39 0
"none" 4 6 5 5 50 0
"none" 2 3 5 7 66 0
"none" 1 6 1 6 60 0
"none" 4 2 1 6 43 0
"none" 2 6 3 2 22 0
"none" 3 6 4 6 67 0
"none" 2 7 2 4 32 0
"none" 4 6 5 10 50 2
"none" 3 1 1 6 41 0
"none" 3 7 5 4 35 0
"none" 2 7 4 10 59 0
"none" 4 4 4 9 32 0
"none" 3 4 4 5 36 0
"none" 1 7 1 7 59 0
"none" 2 2 3 9 32 0
"none" 4 7 2 3 37 0
"none" 3 5 2 5 37 0
"none" 3 6 5 8 72 0
"none" 2 7 3 5 65 0
"none" 3 3 5 6 65 0
"none" 2 1 1 4 15 0
"none" 4 4 1 3 22 0
"none" 3 7 2 4 31 0
"none" 2 3 1 9 55 0
"none" 4 5 5 1 14 0
"none" 4 3 1 8 71 0
"none" 3 7 1 8 50 0
"none" 4 6 5 8 71 0
"none" 4 5 5 5 31 0
"none" 4 5 5 7 30 0
"none" 3 1 1 1 18 0
"none" 3 5 3 5 46 0
"none" 3 4 5 10 32 1
"none" 3 1 2 2 14 0
"none" 4 7 3 8 71 1
"none" 4 3 5 8 61 0
"none" 4 3 1 6 68 0
"none" 3 5 1 5 33 0
"none" 4 1 4 8 42 0
"none" 4 5 2 9 34 0
"none" 1 7 5 9 71 0
"none" 2 4 5 8 39 0
"none" 3 1 1 3 17 0
"none" 3 2 5 2 18 0
"none" 4 4 5 3 21 0
"none" 4 7 5 9 69 1
"none" 4 5 4 10 35 0
"none" 4 6 5 4 40 0
"none" 2 1 1 10 50 1
"none" 3 5 5 4 23 0
"none" 3 4 2 3 20 0
"none" 3 5 2 2 11 0
"none" 2 7 4 4 39 0
"ss" 1 2 2 2 16 0
"ss" 2 3 3 8 59 0
"ss" 2 1 5 9 48 0
"ss" 1 5 3 5 53 0
"ss" 3 5 1 3 21 0
"ss" 2 6 5 6 55 0
"ss" 3 2 2 2 24 0
"ss" 2 5 3 4 19 0
"ss" 3 1 4 4 19 0
"ss" 2 2 4 7 37 0
"ss" 3 2 4 1 23 0
"ss" 3 7 5 10 67 0
"ss" 4 3 5 7 64 0
"ss" 3 3 3 1 21 0
"ss" 3 7 3 9 66 0
"ss" 3 7 3 10 63 0
"ss" 4 1 4 4 13 0
"ss" 4 5 3 2 14 0
"ss" 1 6 1 5 66 0
"ss" 2 1 2 3 22 0
"ss" 4 3 5 6 74 0
"ss" 2 2 2 4 21 0
"ss" 1 7 1 3 32 0
"ss" 1 2 1 9 39 0
"ss" 2 5 3 8 27 0
"ss" 1 5 5 10 31 0
"ss" 4 6 3 8 70 0
"ss" 2 1 1 6 33 0
"ss" 2 5 5 9 37 0
"ss" 1 7 2 8 67 0
"ss" 1 1 3 4 18 0
"ss" 1 1 3 5 32 0
"ss" 4 2 1 4 22 0
"ss" 2 2 1 3 19 0
"ss" 2 2 5 5 35 0
"ss" 4 1 3 10 31 0
"ss" 4 4 3 10 48 0
"ss" 3 2 4 5 36 0
"ss" 1 4 4 1 15 0
"ss" 1 1 5 6 41 0
"ss" 4 7 4 1 30 0
"ss" 2 3 5 2 32 0
"ss" 1 4 2 10 36 0
"ss" 2 1 3 2 17 0
"ss" 4 4 3 1 20 0
"ss" 2 1 4 9 37 0
"ss" 1 2 1 3 15 0
"ss" 2 3 4 4 33 0
"ss" 1 5 5 2 25 0
"ss" 1 2 5 8 42 0
"ss" 1 7 4 10 73 0
"ss" 4 7 1 1 26 0
"ss" 2 2 3 1 20 0
"ss" 1 6 1 10 60 0
"ss" 4 2 2 1 13 0
"ss" 2 4 1 6 36 0
"ss" 1 7 1 4 31 0
"ss" 3 3 4 2 24 0
"ss" 1 5 2 4 13 0
"ss" 4 6 2 7 59 0
"ss" 4 6 5 6 71 0
"ss" 2 3 1 8 72 0
"ss" 3 3 5 10 59 0
"ss" 2 4 1 2 12 0
"ss" 2 1 3 10 40 0
"ss" 1 3 2 5 59 0
"ss" 3 2 1 10 31 0
"ss" 1 4 5 4 15 0
"ss" 1 1 4 1 22 0
"ss" 3 1 2 10 38 0
"ss" 4 4 1 8 39 0
"ss" 3 3 4 1 35 0
"ss" 1 7 3 2 41 0
"ss" 2 7 4 5 61 1
"ss" 3 4 4 8 34 0
"ss" 3 1 2 4 14 0
"ss" 2 3 3 1 39 0
"ss" 2 2 1 6 42 0
"ss" 3 4 5 1 17 0
"ss" 2 2 5 8 36 0
"ss" 1 6 4 7 70 0
"ss" 1 3 3 7 66 0
"ss" 4 6 5 1 35 0
"ss" 1 4 2 9 35 0
"ss" 2 2 2 3 20 0
"ss" 4 5 2 3 17 0
"ss" 2 3 1 6 57 0
"ss" 1 4 3 4 24 0
"ss" 4 2 3 10 43 0
"ss" 4 2 4 2 23 0
"ss" 1 2 1 7 27 0
"ss" 1 2 1 6 36 0
"ss" 4 6 1 9 68 0
"ss" 1 4 3 8 34 0
"ss" 2 2 3 2 20 0
"ss" 4 6 2 3 39 0
"ss" 2 6 3 7 65 0
"ss" 1 3 5 4 29 0
"ss" 3 4 3 2 15 0
"ss" 3 2 1 2 18 0
"ss" 1 3 5 6 53 0
"ss" 3 5 1 2 14 0
"ss" 4 3 4 5 59 1
"ss" 4 3 1 9 69 0
"ss" 3 3 4 8 73 0
"ss" 4 4 1 2 21 0
"ss" 4 2 3 1 23 0
"ss" 2 3 3 6 67 0
"ss" 4 4 1 5 30 0
"ss" 4 1 4 3 25 0
"ss" 4 7 2 8 69 0
"ss" 1 5 4 8 40 0
"ss" 2 6 1 3 33 0
"ss" 1 7 2 10 78 0
"ss" 1 3 2 10 68 1
"ss" 2 4 2 1 16 0
"ss" 1 7 3 3 20 0
"ss" 1 7 3 4 31 0
"ss" 3 3 2 1 34 0
"ss" 1 1 1 3 15 0
"ss" 2 5 2 10 38 0
"ss" 3 2 3 4 17 0
"ss" 4 2 4 9 38 0
"ss" 4 3 3 9 53 0
"ss" 4 6 1 1 42 0
"ss" 3 3 2 9 46 0
"ss" 2 2 2 5 47 0
"ss" 1 7 4 3 30 0
"ss" 3 5 3 8 33 0
"ss" 4 6 5 7 54 0
"ss" 1 7 4 8 73 0
"ss" 2 5 3 10 32 0
"ss" 2 4 1 1 26 0
"ss" 3 4 2 5 35 1
"ss" 1 6 1 8 64 0
"ss" 2 6 3 5 72 0
"ss" 2 4 1 4 11 0
"ss" 4 5 3 4 19 0
"ss" 4 6 2 6 64 0
"ss" 4 1 3 3 12 0
"ss" 1 6 2 6 64 0
"ss" 2 7 5 9 61 0
"ss" 3 7 4 8 56 0
"ss" 2 2 3 10 38 0
"ss" 2 4 2 3 14 0
"ss" 1 4 5 1 18 0
"ss" 2 5 1 6 33 0
"ss" 4 4 5 2 17 0
"ss" 1 2 3 1 16 0
"ss" 4 7 2 2 30 0
"ss" 1 7 2 7 76 0
"ss" 1 4 5 5 37 0
"ss" 2 2 5 1 14 0
"ss" 2 2 1 1 19 0
"ss" 4 4 5 10 32 0
"ss" 3 6 2 9 75 0
"ss" 3 1 3 7 27 0
"ss" 4 4 2 3 23 0
"ss" 2 3 4 7 55 0
"ss" 2 5 2 8 38 0
"ss" 1 3 3 5 60 0
"ss" 2 1 2 9 32 0
"ss" 2 3 1 2 33 0
"ss" 4 1 5 7 37 0
"ss" 3 6 3 8 61 1
"ss" 4 6 5 2 23 0
"ss" 2 1 3 4 14 0
"ss" 1 3 3 10 55 0
"ss" 4 4 3 4 21 0
"ss" 1 4 3 2 22 0
"ss" 1 3 1 8 55 0
"ss" 1 6 1 7 68 0
"ss" 2 7 2 2 31 0
"ss" 2 2 2 10 33 0
"ss" 2 4 5 1 18 0
"ss" 3 5 1 6 40 0
"ss" 3 6 4 8 68 0
"ss" 2 5 4 7 28 0
"ss" 2 1 4 6 38 0
"ss" 3 1 5 10 24 0
"ss" 2 2 3 7 46 0
"ss" 1 6 2 8 53 0
"ss" 4 2 2 7 37 0
"ss" 3 7 5 9 47 1
"ss" 2 5 1 1 13 0
"ss" 1 2 2 9 31 0
"ss" 3 6 1 9 69 0
"ss" 2 5 1 4 17 0
"ss" 2 5 5 7 33 0
"ss" 3 1 4 3 15 0
"ss" 4 4 1 4 29 0
"ss" 2 1 5 7 34 0
"ss" 4 1 4 7 35 0
"ss" 4 5 4 9 38 0
"ss" 2 7 4 3 33 0
"ss" 4 7 3 3 34 0
"ss" 4 3 4 4 11 0
"ss" 2 2 5 4 20 0
"ss" 2 4 3 7 44 0
"ss" 2 7 4 7 61 0
"ss" 3 5 4 2 15 0
"ss" 1 5 1 5 41 0
"ss" 4 5 2 8 38 0
"ss" 4 2 4 8 39 0
"ss" 2 7 1 4 42 0
"ss" 2 4 4 4 17 0
"ss" 1 6 5 1 27 0
"ss" 1 6 5 2 49 0
"ss" 4 7 4 5 64 0
"ss" 1 7 1 8 56 0
"ss" 2 4 1 10 31 0
"ss" 1 6 5 8 73 0
"ss" 4 4 3 7 38 0
"ss" 2 6 3 1 44 0
"ss" 4 7 4 10 54 1
"ss" 3 6 5 9 80 0
"ss" 2 6 2 1 22 0
"ss" 2 6 3 6 72 1
"ss" 3 6 2 1 24 0
"ss" 4 7 5 6 59 0
"ss" 1 3 5 3 32 0
"ss" 4 2 2 6 40 0
"ss" 3 1 3 4 27 0
"ss" 2 3 4 3 28 0
"ss" 4 7 5 10 61 0
"ss" 2 4 5 10 36 0
"ss" 2 2 4 3 20 0
"ss" 4 4 5 1 25 0
"ss" 3 4 1 2 18 0
"ss" 2 1 2 5 39 0
"ss" 1 5 1 7 29 0
"ss" 3 5 4 6 41 0
"ss" 4 2 3 6 38 0
"ss" 2 7 4 2 21 0
"ss" 3 7 5 6 62 1
"ss" 3 4 3 1 17 0
"ss" 3 6 5 4 31 0
"ss" 4 6 4 3 35 0
"ss" 4 5 5 4 18 0
"ss" 3 3 5 7 59 0
"ss" 2 6 1 9 76 1
"ss" 3 6 4 4 37 0
"ss" 2 7 1 10 68 0
"ss" 3 6 3 3 29 0
"ss" 2 3 4 10 63 0
"ss" 4 4 2 10 26 0
"ss" 2 5 3 5 33 0
"ss" 2 7 5 8 88 0
"ss" 4 5 2 1 22 0
"ss" 1 6 3 9 64 0
"ss" 1 4 4 6 35 0
"ss" 3 3 3 2 29 0
"ss" 3 2 4 3 27 0
"ss" 1 4 3 6 38 0
"ss" 4 3 3 2 23 0
"ss" 3 6 1 1 31 0
"ss" 1 7 5 4 22 0
"ss" 4 5 5 9 34 0
"ss" 2 4 4 1 17 0
"ss" 2 2 1 2 18 0
"ss" 1 7 5 10 71 0
"ss" 1 7 5 8 66 0
"ss" 3 3 3 9 58 0
"ss" 1 4 4 10 39 0
"ss" 3 4 5 5 53 0
"ss" 2 4 4 3 19 0
"ss" 3 4 3 8 35 0
"ss" 2 7 5 3 45 0
"ss" 4 7 4 2 37 0
"ss" 2 3 4 2 42 0
"ss" 2 1 2 8 37 0
"ss" 4 6 1 2 31 0
"ss" 4 7 1 8 65 0
"ss" 4 6 4 9 82 1
"ss" 4 6 4 4 25 0
"ss" 4 1 2 4 15 0
"ss" 4 5 5 8 36 0
"ss" 2 1 2 2 13 0
"ss" 3 6 5 1 40 0
"ss" 4 4 4 7 46 0
"ss" 2 1 4 7 48 0
"ss" 4 3 3 8 58 0
"ss" 1 2 2 4 22 0
